t,kind,value
# event: gradual_fade-0-1920 kind=gradual_fade atSec=1920
0,speedMps,2.524000821176529
0,paceSecPerKm,396.1963845692663
0,cadenceSpm,166.39294414605902
0,distanceM,2.524000821176529
0,motionIntensityG,0.668
0,activeEnergyKcal,0.046462715105162526
0,heartRateBpm,58.7274091625438
1,speedMps,2.5752931275493043
1,paceSecPerKm,388.3053114623958
1,cadenceSpm,166.23722341005913
1,distanceM,5.099293948725833
1,motionIntensityG,0.668
1,activeEnergyKcal,0.09292543021032505
1,heartRateBpm,61.354060520651196
2,speedMps,2.560575166323193
2,paceSecPerKm,390.53725629774425
2,cadenceSpm,167.6004349673039
2,distanceM,7.659869115049027
2,motionIntensityG,0.668
2,activeEnergyKcal,0.13938814531548757
2,heartRateBpm,60.97223801539934
3,speedMps,2.5925150445464125
3,paceSecPerKm,385.725823309527
3,cadenceSpm,167.21590775918017
3,distanceM,10.25238415959544
3,motionIntensityG,0.668
3,activeEnergyKcal,0.1858508604206501
3,heartRateBpm,60.31634552009912
4,speedMps,2.462112903929683
4,paceSecPerKm,406.15521668561126
4,cadenceSpm,166.22719032560016
4,distanceM,12.714497063525123
4,motionIntensityG,0.668
4,activeEnergyKcal,0.23231357552581264
4,heartRateBpm,63.45785262485358
5,speedMps,2.443042027179342
5,paceSecPerKm,409.3257458835319
5,cadenceSpm,165.10712638413813
5,distanceM,15.157539090704464
5,motionIntensityG,0.668
5,activeEnergyKcal,0.27877629063097514
5,heartRateBpm,66.65385004099743
6,speedMps,2.464117517796619
6,paceSecPerKm,405.82480047225454
6,cadenceSpm,166.06973916718422
6,distanceM,17.621656608501084
6,motionIntensityG,0.668
6,activeEnergyKcal,0.3252390057361377
6,heartRateBpm,67.58343183529387
7,speedMps,2.4793774104325768
7,paceSecPerKm,403.3270593626688
7,cadenceSpm,167.1341017406455
7,distanceM,20.10103401893366
7,motionIntensityG,0.668
7,activeEnergyKcal,0.3717017208413002
7,heartRateBpm,70.86529045850357
8,speedMps,2.5939899709445324
8,paceSecPerKm,385.50650203010485
8,cadenceSpm,163.87773974345836
8,distanceM,22.695023989878194
8,motionIntensityG,0.668
8,activeEnergyKcal,0.41816443594646274
8,heartRateBpm,72.00696342795146
9,speedMps,2.47173458623334
9,paceSecPerKm,404.5741826689788
9,cadenceSpm,166.54278940887443
9,distanceM,25.166758576111533
9,motionIntensityG,0.668
9,activeEnergyKcal,0.4646271510516253
9,heartRateBpm,72.38096333169945
10,speedMps,2.5269703434927004
10,paceSecPerKm,395.73080173858745
10,cadenceSpm,166.51053064716854
10,distanceM,27.693728919604233
10,motionIntensityG,0.668
10,activeEnergyKcal,0.5110898661567878
10,heartRateBpm,74.2786746216293
11,speedMps,2.4227548918404556
11,paceSecPerKm,412.7532683425297
11,cadenceSpm,166.34910869320373
11,distanceM,30.116483811444688
11,motionIntensityG,0.668
11,activeEnergyKcal,0.5575525812619503
11,heartRateBpm,75.23523704996654
