t,kind,value
# event: grind-0-180 kind=grind atSec=180
# event: gradual_fade-1-360 kind=gradual_fade atSec=360
0,powerWatts,167.08462644247868
0,strokeRateSpm,23.401177658423613
0,speedMps,3.341538470666675
0,distanceM,3.341538470666675
0,activeEnergyKcal,0.048040152963671125
0,heartRateBpm,58.944014353540176
1,powerWatts,172.01154403837864
1,strokeRateSpm,23.338889364023654
1,speedMps,3.374065424912839
1,distanceM,6.715603895579514
1,activeEnergyKcal,0.09608030592734225
1,heartRateBpm,61.78116975716065
2,powerWatts,170.59780019902595
2,strokeRateSpm,23.88417398692156
2,speedMps,3.3647962942784035
2,distanceM,10.080400189857919
2,activeEnergyKcal,0.14412045889101338
2,heartRateBpm,61.603922003665836
3,powerWatts,173.66580706315887
3,strokeRateSpm,23.730363103672072
3,speedMps,3.3848472470920017
3,distanceM,13.46524743694992
3,activeEnergyKcal,0.1921606118546845
3,heartRateBpm,61.14684197752483
4,powerWatts,161.13994019185358
4,strokeRateSpm,23.334876130240072
4,speedMps,3.3014295497057744
4,distanceM,16.766676986655693
4,activeEnergyKcal,0.24020076481835562
4,heartRateBpm,64.48156157577468
5,powerWatts,159.30807407244725
5,strokeRateSpm,22.886850553655258
5,speedMps,3.2888714378790085
5,distanceM,20.055548424534702
5,activeEnergyKcal,0.28824091778202676
5,heartRateBpm,67.86532924496446
6,powerWatts,161.33249474890954
6,strokeRateSpm,23.27189566687369
6,speedMps,3.3027440433053092
6,distanceM,23.358292467840013
6,activeEnergyKcal,0.3362810707456979
6,heartRateBpm,68.97739234412418
7,powerWatts,162.7982941807626
7,strokeRateSpm,23.69764069625821
7,speedMps,3.3127163519937084
7,distanceM,26.67100881983372
7,activeEnergyKcal,0.38432122370936905
7,heartRateBpm,72.43659229847896
8,powerWatts,173.8074821278507
8,strokeRateSpm,22.395095897383353
8,speedMps,3.385767439953706
8,distanceM,30.056776259787426
8,activeEnergyKcal,0.4323613766730402
8,heartRateBpm,73.75061140363574
9,powerWatts,162.06415747113758
9,strokeRateSpm,23.461115763549778
9,speedMps,3.3077292982262074
9,distanceM,33.36450555801363
9,activeEnergyKcal,0.48040152963671134
9,heartRateBpm,74.29210294795053
10,powerWatts,167.36986594106216
10,strokeRateSpm,23.448212258867425
10,speedMps,3.3434388986244636
10,distanceM,36.707944456638096
10,activeEnergyKcal,0.5284416826003825
10,heartRateBpm,76.3525881204764
11,powerWatts,157.35937940184422
11,strokeRateSpm,23.3836434772815
11,speedMps,3.275406296000783
11,distanceM,39.98335075263888
11,activeEnergyKcal,0.5764818355640536
11,heartRateBpm,77.46733955911719
12,powerWatts,169.7539916430464
12,strokeRateSpm,23.23671018398591
12,speedMps,3.3592394857144092
12,distanceM,43.34259023835329
12,activeEnergyKcal,0.6245219885277248
12,heartRateBpm,77.22850461868092
13,powerWatts,162.6641629694803
13,strokeRateSpm,23.84410409416711
13,speedMps,3.3118063081737317
13,distanceM,46.65439654652702
13,activeEnergyKcal,0.6725621414913959
13,heartRateBpm,78.40214715403658
14,powerWatts,176.5832644376935
14,strokeRateSpm,23.21908229118812
14,speedMps,3.40369639903125
14,distanceM,50.058092945558265
14,activeEnergyKcal,0.7206022944550671
14,heartRateBpm,77.33840350847346
15,powerWatts,158.20124835799055
15,strokeRateSpm,23.736783891771037
15,speedMps,3.2812370256335712
15,distanceM,53.33932997119184
15,activeEnergyKcal,0.7686424474187382
15,heartRateBpm,79.05518327102212
16,powerWatts,161.4386885873848
16,strokeRateSpm,24.291997439382673
16,speedMps,3.3034685390994687
16,distanceM,56.64279851029131
16,activeEnergyKcal,0.8166826003824094
16,heartRateBpm,81.42940573126016
17,powerWatts,168.70488085978096
17,strokeRateSpm,23.567113860159996
17,speedMps,3.352304941866543
17,distanceM,59.99510345215785
17,activeEnergyKcal,0.8647227533460805
17,heartRateBpm,84.5506825160807
18,powerWatts,160.5566450590041
18,strokeRateSpm,23.371572646463985
18,speedMps,3.297441223303265
18,distanceM,63.292544675461116
18,activeEnergyKcal,0.9127629063097517
18,heartRateBpm,84.69184672683032
19,powerWatts,175.05847500475386
19,strokeRateSpm,24.132210843677516
19,speedMps,3.3938711368106684
19,distanceM,66.68641581227179
19,activeEnergyKcal,0.9608030592734228
19,heartRateBpm,85.03392610131803
20,powerWatts,157.21879295896306
20,strokeRateSpm,22.824933027127663
20,speedMps,3.274430578460038
20,distanceM,69.96084639073183
20,activeEnergyKcal,1.0088432122370938
20,heartRateBpm,87.45289596525456
21,powerWatts,163.32470880644829
21,strokeRateSpm,22.954434775475914
21,speedMps,3.316283109456583
21,distanceM,73.27712950018841
21,activeEnergyKcal,1.056883365200765
21,heartRateBpm,87.87782157115132
22,powerWatts,161.9271778883226
22,strokeRateSpm,23.060481904218026
22,speedMps,3.3067971178270295
22,distanceM,76.58392661801544
22,activeEnergyKcal,1.1049235181644361
22,heartRateBpm,88.01052280936925
23,powerWatts,171.09920428673573
23,strokeRateSpm,24.381256532709536
23,speedMps,3.368089561509973
23,distanceM,79.95201617952542
23,activeEnergyKcal,1.1529636711281073
23,heartRateBpm,90.26926352349732
24,powerWatts,162.6683855450079
24,strokeRateSpm,23.596991128736615
24,speedMps,3.3118349648264114
24,distanceM,83.26385114435183
24,activeEnergyKcal,1.2010038240917784
24,heartRateBpm,91.78210551453456
25,powerWatts,168.29957113226547
25,strokeRateSpm,23.23049352315039
25,speedMps,3.349618176374281
25,distanceM,86.61346932072611
25,activeEnergyKcal,1.2490439770554496
25,heartRateBpm,93.79387643915726
26,powerWatts,156.4676379740604
26,strokeRateSpm,24.15727881664221
26,speedMps,3.269207427595511
26,distanceM,89.88267674832163
26,activeEnergyKcal,1.2970841300191207
26,heartRateBpm,93.15021583511088
27,powerWatts,168.99933701300984
27,strokeRateSpm,24.17312136737033
27,speedMps,3.35425417035104
27,distanceM,93.23693091867267
27,activeEnergyKcal,1.3451242829827919
27,heartRateBpm,95.15898691028136
28,powerWatts,164.95657459275927
28,strokeRateSpm,23.79891078593193
28,speedMps,3.3272914549982993
28,distanceM,96.56422237367097
28,activeEnergyKcal,1.393164435946463
28,heartRateBpm,95.58135463801462
29,powerWatts,170.13780049670532
29,strokeRateSpm,23.192860101491533
29,speedMps,3.361769294425679
29,distanceM,99.92599166809666
29,activeEnergyKcal,1.4412045889101341
29,heartRateBpm,96.06515643504595
30,powerWatts,166.66083353751617
30,strokeRateSpm,24.344297240326192
30,speedMps,3.3387109229410328
30,distanceM,103.26470259103769
30,activeEnergyKcal,1.4892447418738053
30,heartRateBpm,96.78141340193577
31,powerWatts,165.9488368065421
31,strokeRateSpm,23.30431479040185
31,speedMps,3.333949667329997
31,distanceM,106.5986522583677
31,activeEnergyKcal,1.5372848948374764
31,heartRateBpm,96.18465702605698
32,powerWatts,160.87009166546457
32,strokeRateSpm,22.802767350286352
32,speedMps,3.299585637596022
32,distanceM,109.89823789596372
32,activeEnergyKcal,1.5853250478011476
32,heartRateBpm,96.85951177958977
33,powerWatts,159.20507042708317
33,strokeRateSpm,22.85447303182074
33,speedMps,3.288162457732116
33,distanceM,113.18640035369583
33,activeEnergyKcal,1.6333652007648187
33,heartRateBpm,98.12134707584448
34,powerWatts,161.48520159090725
34,strokeRateSpm,22.326897740435104
34,speedMps,3.3037857689010184
34,distanceM,116.49018612259685
34,activeEnergyKcal,1.6814053537284899
34,heartRateBpm,97.6546104798221
35,powerWatts,159.4747733170872
35,strokeRateSpm,24.700795976115714
35,speedMps,3.2900181913608857
35,distanceM,119.78020431395774
35,activeEnergyKcal,1.729445506692161
35,heartRateBpm,96.71583878339771
36,powerWatts,161.77924031565007
36,strokeRateSpm,24.072620828857737
36,speedMps,3.305789774897838
36,distanceM,123.08599408885557
36,activeEnergyKcal,1.7774856596558322
36,heartRateBpm,99.91415971091668
37,powerWatts,161.63034882819173
37,strokeRateSpm,24.031927199935577
37,speedMps,3.304775316283317
37,distanceM,126.39076940513888
37,activeEnergyKcal,1.8255258126195033
37,heartRateBpm,101.5297982658091
38,powerWatts,160.78012724661994
38,strokeRateSpm,23.11033022756366
38,speedMps,3.2989704400495414
38,distanceM,129.68973984518843
38,activeEnergyKcal,1.8735659655831745
38,heartRateBpm,102.39531230383176
39,powerWatts,163.4973600788927
39,strokeRateSpm,23.237540489827243
39,speedMps,3.3174512504544325
39,distanceM,133.00719109564287
39,activeEnergyKcal,1.9216061185468456
39,heartRateBpm,105.20650389914343
40,powerWatts,160.36257379007318
40,strokeRateSpm,23.97471611421701
40,speedMps,3.296112104400886
40,distanceM,136.30330320004376
40,activeEnergyKcal,1.9696462715105167
40,heartRateBpm,107.24462079390874
41,powerWatts,164.44834451338562
41,strokeRateSpm,23.938487691978924
41,speedMps,3.323870818856662
41,distanceM,139.6271740189004
41,activeEnergyKcal,2.0176864244741877
41,heartRateBpm,108.32274102729126
42,powerWatts,163.16090478609738
42,strokeRateSpm,23.501121844852335
42,speedMps,3.315174066789211
42,distanceM,142.94234808568962
42,activeEnergyKcal,2.0657265774378586
42,heartRateBpm,108.8224090216013
43,powerWatts,171.09898038234127
43,strokeRateSpm,23.511082110217398
43,speedMps,3.368088092322578
43,distanceM,146.3104361780122
43,activeEnergyKcal,2.1137667304015295
43,heartRateBpm,108.97824812511197
44,powerWatts,162.18837444838124
44,strokeRateSpm,23.37495942475585
44,speedMps,3.3085741718688317
44,distanceM,149.61901034988102
44,activeEnergyKcal,2.1618068833652004
44,heartRateBpm,108.38745821019147
45,powerWatts,168.13081898540995
45,strokeRateSpm,23.89690518255042
45,speedMps,3.3484982600944133
45,distanceM,152.96750860997543
45,activeEnergyKcal,2.2098470363288714
45,heartRateBpm,108.54047667755859
46,powerWatts,162.9633632422189
46,strokeRateSpm,22.843250791251705
46,speedMps,3.313835614878249
46,distanceM,156.28134422485368
46,activeEnergyKcal,2.2578871892925423
46,heartRateBpm,109.80961729193005
47,powerWatts,170.92536150717362
47,strokeRateSpm,23.2389710694998
47,speedMps,3.3669484760055792
47,distanceM,159.64829270085926
47,activeEnergyKcal,2.305927342256213
47,heartRateBpm,110.37816513333252
48,powerWatts,163.3495170585261
48,strokeRateSpm,22.761348613509462
48,speedMps,3.3164510102042373
48,distanceM,162.9647437110635
48,activeEnergyKcal,2.353967495219884
48,heartRateBpm,112.31595514432496
49,powerWatts,172.08117225536697
49,strokeRateSpm,24.437186168381647
49,speedMps,3.374520623950022
49,distanceM,166.33926433501352
49,activeEnergyKcal,2.402007648183555
49,heartRateBpm,112.6361878197641
50,powerWatts,169.15088456426705
50,strokeRateSpm,23.30078764022781
50,speedMps,3.355256496050544
50,distanceM,169.69452083106407
50,activeEnergyKcal,2.450047801147226
50,heartRateBpm,113.98103435297371
51,powerWatts,169.52181036916198
51,strokeRateSpm,23.335610445022223
51,speedMps,3.357707252000387
51,distanceM,173.05222808306445
51,activeEnergyKcal,2.498087954110897
51,heartRateBpm,114.370665896782
52,powerWatts,163.33508100392362
52,strokeRateSpm,23.31825625227867
52,speedMps,3.3163533099290525
52,distanceM,176.3685813929935
52,activeEnergyKcal,2.546128107074568
52,heartRateBpm,113.07807723870864
53,powerWatts,167.15767020607495
53,strokeRateSpm,23.95156180720679
53,speedMps,3.3420253357008693
53,distanceM,179.71060672869436
53,activeEnergyKcal,2.5941682600382387
53,heartRateBpm,112.24767631076284
54,powerWatts,165.18450669574202
54,strokeRateSpm,24.52690425077509
54,speedMps,3.3288232672311002
54,distanceM,183.03942999592545
54,activeEnergyKcal,2.6422084130019097
54,heartRateBpm,115.13110235893116
55,powerWatts,170.10482584872065
55,strokeRateSpm,23.641685897871202
55,speedMps,3.3615520973045365
55,distanceM,186.40098209322997
55,activeEnergyKcal,2.6902485659655806
55,heartRateBpm,116.28318536101044
56,powerWatts,169.17404000647412
56,strokeRateSpm,23.689305201526032
56,speedMps,3.355409591915595
56,distanceM,189.75639168514556
56,activeEnergyKcal,2.7382887189292515
56,heartRateBpm,117.20696595976385
57,powerWatts,171.44312472216924
57,strokeRateSpm,24.183361346728134
57,speedMps,3.370344743576814
57,distanceM,193.12673642872238
57,activeEnergyKcal,2.7863288718929224
57,heartRateBpm,118.69817388455236
58,powerWatts,164.87698038924285
58,strokeRateSpm,22.855888258257746
58,speedMps,3.3267562116658898
58,distanceM,196.45349264038828
58,activeEnergyKcal,2.8343690248565934
58,heartRateBpm,118.48330893301546
59,powerWatts,162.24501987566245
59,strokeRateSpm,23.93786489832206
59,speedMps,3.3089593079465347
59,distanceM,199.7624519483348
59,activeEnergyKcal,2.8824091778202643
59,heartRateBpm,117.73616353343077
60,powerWatts,157.80012145747932
60,strokeRateSpm,23.534160970622963
60,speedMps,3.2784614334803
60,distanceM,203.0409133818151
60,activeEnergyKcal,2.930449330783935
60,heartRateBpm,117.83552571572538
61,powerWatts,198.91082780448943
61,strokeRateSpm,27.063520093375573
61,speedMps,3.54149888753917
61,distanceM,206.58241226935428
61,activeEnergyKcal,2.9958396292755434
61,heartRateBpm,120.80466120750573
62,powerWatts,205.95955042413183
62,strokeRateSpm,26.064807206372436
62,speedMps,3.582847141534009
62,distanceM,210.1652594108883
62,activeEnergyKcal,3.061228256851494
62,heartRateBpm,122.96995731579698
63,powerWatts,217.23140132262526
63,strokeRateSpm,26.590184156777106
63,speedMps,3.647050996232747
63,distanceM,213.81231040712103
63,activeEnergyKcal,3.1266152135117875
63,heartRateBpm,123.32764180663956
64,powerWatts,198.21614556203681
64,strokeRateSpm,25.802813302582088
64,speedMps,3.537371265745274
64,distanceM,217.3496816728663
64,activeEnergyKcal,3.192000499256423
64,heartRateBpm,122.72086741054011
65,powerWatts,205.72826472433448
65,strokeRateSpm,27.477661541673303
65,speedMps,3.581505499956525
65,distanceM,220.93118717282283
65,activeEnergyKcal,3.257384114085401
65,heartRateBpm,126.2617500461214
66,powerWatts,203.38812079531883
66,strokeRateSpm,27.165514439596393
66,speedMps,3.5678738948893924
66,distanceM,224.49906106771223
66,activeEnergyKcal,3.322766057998722
66,heartRateBpm,128.68925192805114
67,powerWatts,198.94102533409747
67,strokeRateSpm,26.127479438521952
67,speedMps,3.5416780953232876
67,distanceM,228.0407391630355
67,activeEnergyKcal,3.388146330996385
67,heartRateBpm,128.8733509389555
68,powerWatts,210.1532684872818
68,strokeRateSpm,26.090839940155448
68,speedMps,3.6070017339335028
68,distanceM,231.64774089696903
68,activeEnergyKcal,3.4535249330783904
68,heartRateBpm,129.34128044396758
69,powerWatts,192.19633317217793
69,strokeRateSpm,26.132214714671004
69,speedMps,3.5011925902964687
69,distanceM,235.14893348726548
69,activeEnergyKcal,3.5189018642447385
69,heartRateBpm,139.4430351003975
70,powerWatts,203.08467330020986
70,strokeRateSpm,27.37277026552822
70,speedMps,3.566098633434574
70,distanceM,238.71503212070004
70,activeEnergyKcal,3.584277124495429
70,heartRateBpm,149.82353110396306
71,powerWatts,221.50204875282375
71,strokeRateSpm,25.3897501761152
71,speedMps,3.670795725308154
71,distanceM,242.3858278460082
71,activeEnergyKcal,3.6496507138304617
71,heartRateBpm,159.15732806994478
72,powerWatts,209.3404859273217
72,strokeRateSpm,27.33620536012584
72,speedMps,3.60234561509976
72,distanceM,245.98817346110795
72,activeEnergyKcal,3.715022632249837
72,heartRateBpm,159.0670782691527
73,powerWatts,206.436949782097
73,strokeRateSpm,27.769770547101587
73,speedMps,3.585613265683246
73,distanceM,249.57378672679118
73,activeEnergyKcal,3.780392879753555
73,heartRateBpm,159.81619771040695
74,powerWatts,204.42989491541874
74,strokeRateSpm,26.595337969792837
74,speedMps,3.5739551916209282
74,distanceM,253.14774191841212
74,activeEnergyKcal,3.845761456341615
74,heartRateBpm,160.44434727142624
75,powerWatts,205.74599097116493
75,strokeRateSpm,25.980375318058428
75,speedMps,3.58160836189965
75,distanceM,256.7293502803118
75,activeEnergyKcal,3.911128362014018
75,heartRateBpm,160.2379783597864
76,powerWatts,198.4032212629651
76,strokeRateSpm,26.240323958970176
76,speedMps,3.5384837686789954
76,distanceM,260.2678340489908
76,activeEnergyKcal,3.976493596770763
76,heartRateBpm,161.6303030204742
77,powerWatts,210.39452692198492
77,strokeRateSpm,27.164922137860348
77,speedMps,3.6083814996053687
77,distanceM,263.8762155485961
77,activeEnergyKcal,4.041857160611851
77,heartRateBpm,161.8381061485374
78,powerWatts,200.31210767844752
78,strokeRateSpm,26.55526032786939
78,speedMps,3.5497957762227346
78,distanceM,267.42601132481883
78,activeEnergyKcal,4.107219053537281
78,heartRateBpm,160.61009245351607
79,powerWatts,206.00421327574958
79,strokeRateSpm,27.339881052504634
79,speedMps,3.5831061059834015
79,distanceM,271.00911743080223
79,activeEnergyKcal,4.172579275547053
79,heartRateBpm,159.29795697208752
80,powerWatts,208.8438386391923
80,strokeRateSpm,26.097060329381545
80,speedMps,3.5994945789365387
80,distanceM,274.60861200973875
80,activeEnergyKcal,4.2379378266411685
80,heartRateBpm,160.11880471348474
81,powerWatts,204.372402395106
81,strokeRateSpm,26.181134679182797
81,speedMps,3.573620121650271
81,distanceM,278.182232131389
81,activeEnergyKcal,4.303294706819626
81,heartRateBpm,162.83755225924858
82,powerWatts,229.17151755920383
82,strokeRateSpm,27.889003400770587
82,speedMps,3.7126828194500248
82,distanceM,281.89491495083905
82,activeEnergyKcal,4.368649916082426
82,heartRateBpm,164.15749896028072
83,powerWatts,205.29139757519698
83,strokeRateSpm,27.365435892311538
83,speedMps,3.578968575951786
83,distanceM,285.4738835267908
83,activeEnergyKcal,4.434003454429569
83,heartRateBpm,169.6659446910485
84,powerWatts,205.22733221473467
84,strokeRateSpm,27.319612970733527
84,speedMps,3.578596240546168
84,distanceM,289.052479767337
84,activeEnergyKcal,4.499355321861055
84,heartRateBpm,170.61850030954176
85,powerWatts,200.3323629837044
85,strokeRateSpm,26.267589754867167
85,speedMps,3.5499154224662286
85,distanceM,292.60239518980325
85,activeEnergyKcal,4.564705518376882
85,heartRateBpm,169.82167087875334
86,powerWatts,205.17673331649613
86,strokeRateSpm,27.637761492626232
86,speedMps,3.5783021148266374
86,distanceM,296.18069730462986
86,activeEnergyKcal,4.630054043977052
86,heartRateBpm,170.44934555821692
87,powerWatts,201.27623293914735
87,strokeRateSpm,26.887620021654577
87,speedMps,3.5554818554362417
87,distanceM,299.7361791600661
87,activeEnergyKcal,4.695400898661564
87,heartRateBpm,170.26715474172505
88,powerWatts,211.77410194511364
88,strokeRateSpm,27.388888117598107
88,speedMps,3.6162511466331644
88,distanceM,303.35243030669926
88,activeEnergyKcal,4.760746082430419
88,heartRateBpm,169.89355386188083
89,powerWatts,207.02099896426998
89,strokeRateSpm,26.348928816575107
89,speedMps,3.588991541160463
89,distanceM,306.9414218478597
89,activeEnergyKcal,4.826089595283617
89,heartRateBpm,171.90024083744674
90,powerWatts,215.48785049802785
90,strokeRateSpm,25.870273367007687
90,speedMps,3.6372674083727845
90,distanceM,310.5786892562325
90,activeEnergyKcal,4.891431437221157
90,heartRateBpm,172.0486772802257
91,powerWatts,204.28289322207777
91,strokeRateSpm,25.881271661094516
91,speedMps,3.5730983315461864
91,distanceM,314.1517875877787
91,activeEnergyKcal,4.956771608243039
91,heartRateBpm,172.53386035849087
92,powerWatts,210.83696151371075
92,strokeRateSpm,26.259655969217157
92,speedMps,3.610909060660143
92,distanceM,317.76269664843886
92,activeEnergyKcal,5.022110108349263
92,heartRateBpm,171.05774130043233
93,powerWatts,200.4891132867819
93,strokeRateSpm,26.1487730120179
93,speedMps,3.550841059644692
93,distanceM,321.3135377080836
93,activeEnergyKcal,5.087446937539831
93,heartRateBpm,170.73296989259492
94,powerWatts,216.92060348068162
94,strokeRateSpm,26.422729562373537
94,speedMps,3.645310860176929
94,distanceM,324.9588485682605
94,activeEnergyKcal,5.15278209581474
94,heartRateBpm,170.14522149344944
95,powerWatts,204.6011588291301
95,strokeRateSpm,25.332175258041588
95,speedMps,3.574952956167608
95,distanceM,328.53380152442816
95,activeEnergyKcal,5.218115583173993
95,heartRateBpm,172.1265517119834
96,powerWatts,203.78974137289396
96,strokeRateSpm,26.473924053381797
96,speedMps,3.5702207861797066
96,distanceM,332.1040223106079
96,activeEnergyKcal,5.283447399617588
96,heartRateBpm,172.93253161452287
97,powerWatts,208.98001347158606
97,strokeRateSpm,26.1784854169997
97,speedMps,3.600276748806874
97,distanceM,335.7042990594148
97,activeEnergyKcal,5.348777545145524
97,heartRateBpm,171.75526415114314
98,powerWatts,209.07249507798204
98,strokeRateSpm,26.372067397119345
98,speedMps,3.6008077569608927
98,distanceM,339.30510681637566
98,activeEnergyKcal,5.414106019757804
98,heartRateBpm,172.28310404633228
99,powerWatts,210.05906751795433
99,strokeRateSpm,26.543217867813013
99,speedMps,3.606462708545157
99,distanceM,342.9115695249208
99,activeEnergyKcal,5.479432823454426
99,heartRateBpm,173.26478474057345
100,powerWatts,192.95165294668553
100,strokeRateSpm,26.22964193910722
100,speedMps,3.505773085721787
100,distanceM,346.4173426106426
100,activeEnergyKcal,5.54475795623539
100,heartRateBpm,175.567271853669
101,powerWatts,211.1967420927571
101,strokeRateSpm,27.04021896956157
101,speedMps,3.612961826421225
101,distanceM,350.0303044370638
101,activeEnergyKcal,5.610081418100697
101,heartRateBpm,175.35321282252255
102,powerWatts,200.7526476141161
102,strokeRateSpm,26.44014090987162
102,speedMps,3.5523961878089576
102,distanceM,353.58270062487276
102,activeEnergyKcal,5.675403209050347
102,heartRateBpm,177.22203601528653
103,powerWatts,207.96390661708222
103,strokeRateSpm,25.927517143232855
103,speedMps,3.5944321531318444
103,distanceM,357.1771327780046
103,activeEnergyKcal,5.740723329084339
103,heartRateBpm,176.3531999322171
104,powerWatts,200.3206717631203
104,strokeRateSpm,26.79412436085847
104,speedMps,3.5498463644750924
104,distanceM,360.7269791424797
104,activeEnergyKcal,5.806041778202673
104,heartRateBpm,174.95710287133954
105,powerWatts,216.3333651340022
105,strokeRateSpm,26.87272880966086
105,speedMps,3.6420184098424158
105,distanceM,364.3689975523221
105,activeEnergyKcal,5.87135855640535
105,heartRateBpm,176.52705913158266
106,powerWatts,205.57201147326765
106,strokeRateSpm,26.33837188913402
106,speedMps,3.5805985372070004
106,distanceM,367.9495960895291
106,activeEnergyKcal,5.936673663692369
106,heartRateBpm,175.25107126847806
107,powerWatts,213.07288721637377
107,strokeRateSpm,26.533953393877216
107,speedMps,3.623628763886209
107,distanceM,371.5732248534153
107,activeEnergyKcal,6.001987100063731
107,heartRateBpm,175.07138803952012
108,powerWatts,201.6017892574882
108,strokeRateSpm,25.761163111134373
108,speedMps,3.5573977730962705
108,distanceM,375.1306226265116
108,activeEnergyKcal,6.067298865519436
108,heartRateBpm,177.483257244484
109,powerWatts,215.91706313908517
109,strokeRateSpm,26.126814368099684
109,speedMps,3.6396807320257327
109,distanceM,378.7703033585373
109,activeEnergyKcal,6.132608960059483
109,heartRateBpm,177.707106746467
110,powerWatts,197.36466134286707
110,strokeRateSpm,27.591422018141518
110,speedMps,3.5322987911736705
110,distanceM,382.302602149711
110,activeEnergyKcal,6.197917383683872
110,heartRateBpm,175.06472676593197
111,powerWatts,210.13068123890542
111,strokeRateSpm,26.921507281465914
111,speedMps,3.606872502597258
