t,kind,value
0,speedMps,2.385161255510496
0,paceSecPerKm,419.2588646531448
0,cadenceSpm,165.75294414605904
0,distanceM,2.385161255510496
0,motionIntensityG,0.65
0,activeEnergyKcal,0.04541108986615679
0,heartRateBpm,58.68346844759525
1,speedMps,2.4336320883405307
1,paceSecPerKm,410.90845440071837
1,cadenceSpm,165.59722341005914
1,distanceM,4.818793343851027
1,motionIntensityG,0.65
1,activeEnergyKcal,0.09082217973231357
1,heartRateBpm,61.26741677436319
2,speedMps,2.419723728809862
2,paceSecPerKm,413.2703201170196
2,cadenceSpm,166.9604349673039
2,distanceM,7.238517072660889
2,motionIntensityG,0.65
2,activeEnergyKcal,0.13623326959847037
2,heartRateBpm,60.84409405939209
3,speedMps,2.4499066667093174
3,paceSecPerKm,408.1788149681583
3,cadenceSpm,166.57590775918018
3,distanceM,9.688423739370206
3,motionIntensityG,0.65
3,activeEnergyKcal,0.18164435946462715
3,heartRateBpm,60.147870295965944
4,speedMps,2.326677652350411
4,paceSecPerKm,429.7973975852647
4,cadenceSpm,165.58719032560018
4,distanceM,12.015101391720616
4,motionIntensityG,0.65
4,activeEnergyKcal,0.22705544933078392
4,heartRateBpm,63.25018214846386
5,speedMps,2.308655821314585
5,paceSecPerKm,433.1524823958316
5,cadenceSpm,164.46712638413814
5,distanceM,14.3237572130352
5,motionIntensityG,0.65
5,activeEnergyKcal,0.2724665391969407
5,heartRateBpm,66.4080883299196
6,speedMps,2.328571996951078
6,paceSecPerKm,429.4477479370845
6,cadenceSpm,165.42973916718424
6,distanceM,16.652329209986277
6,motionIntensityG,0.65
6,activeEnergyKcal,0.31787762906309747
6,heartRateBpm,67.30065181009552
7,speedMps,2.34299247747278
7,paceSecPerKm,426.8046140201991
7,cadenceSpm,166.4941017406455
7,distanceM,18.995321687459057
7,motionIntensityG,0.65
7,activeEnergyKcal,0.36328871892925424
7,heartRateBpm,70.54653481866461
8,speedMps,2.451300460748531
8,paceSecPerKm,407.9467270587626
8,cadenceSpm,163.23773974345838
8,distanceM,21.446622148207588
8,motionIntensityG,0.65
8,activeEnergyKcal,0.408699808795411
8,heartRateBpm,71.65324550310525
9,speedMps,2.3357700677137374
9,paceSecPerKm,428.12433202331624
9,cadenceSpm,165.90278940887444
9,distanceM,23.782392215921327
9,motionIntensityG,0.65
9,activeEnergyKcal,0.4541108986615678
9,heartRateBpm,71.99326790889691
10,speedMps,2.3879674311331347
10,paceSecPerKm,418.76618037687456
10,cadenceSpm,165.87053064716855
10,distanceM,26.17035964705446
10,motionIntensityG,0.65
10,activeEnergyKcal,0.49952198852772456
10,heartRateBpm,73.85795874930143
11,speedMps,2.289484635319069
11,paceSecPerKm,436.779519972903
11,cadenceSpm,165.70910869320375
11,distanceM,28.45984428237353
11,motionIntensityG,0.65
11,activeEnergyKcal,0.5449330783938814
11,heartRateBpm,74.78243081924158
12,speedMps,2.4114223714883036
12,paceSecPerKm,414.69300933075897
12,cadenceSpm,165.34177545996477
12,distanceM,30.871266653861834
12,motionIntensityG,0.65
12,activeEnergyKcal,0.5903441682600382
12,heartRateBpm,74.35867613286149
13,speedMps,2.3416728995840077
13,paceSecPerKm,427.0451266603664
13,cadenceSpm,166.86026023541777
13,distanceM,33.21293955344584
13,motionIntensityG,0.65
13,activeEnergyKcal,0.635755258126195
13,heartRateBpm,75.35260757986623
14,speedMps,2.4786085043060124
14,paceSecPerKm,403.45217821319096
14,cadenceSpm,165.29770572797028
14,distanceM,35.69154805775185
14,motionIntensityG,0.65
14,activeEnergyKcal,0.6811663479923519
14,heartRateBpm,74.1142147906357
15,speedMps,2.297766910929305
15,paceSecPerKm,435.20515298723734
15,cadenceSpm,166.5919597294276
15,distanceM,37.98931496868116
15,motionIntensityG,0.65
